Business,Description of Item Donated,Method of Receipt,Status,Special Instructions,✔ Cert,Inputted,Title,Display Section (Category),Donor Name,Donor Website,For Fulfillment Name,Donor Email,Location - Packaging?,Descriptor Added to Title,Short Description (~ 10 words),Long Description,Estimated Value,Start Bid 33%,Starting Bid,Location,Image URLs
California State Railroad Museum,Four Vouchers for Sacramento Excursion Train Ride ($72),Mail,Received,with EC,Y,,California State Railroad Museum - Four Vouchers for Sacramento Excursion Train Ride ($72),Entertainment/Activities,California State Railroad Museum Foundation,https://www.californiarailroad.museum/,Tomas Rivera,trivera@csrmf.org,,Four Vouchers for Sacramento Excursion Train Ride ($72),Four Vouchers for Sacramento Excursion Train Ride ($72),"Four Vouchers for Excursion Train Ride ($72)
Valid for a six mile 45 minute round trip ride which runs on weekends during the spring on the  Sacramento Southern Railroad.

Excludes special trains and ticketed events.
Not valid for Railroad Museum admission.
Valid for coach seating only.

Valid through 9/27/2026

Central Pacific Passenger Station
930 Front Street
Sacrmento, CA 95814",72,23.76,20,Sacramento,
SFMOMA,Two (2) Admission Tickets ($60),Mail,Received,,Y,,SFMOMA - Two (2) Admission Tickets ($60),Entertainment/Activities,SFMOMA,https://www.sfmoma.org/,,,,Two (2) Admission Tickets ($60),Two (2) Admission Tickets ($60),"Two (2) Admission Tickets to SFMOMA

SFMOMA is one of the foremost museums of modern and contemporary art, with an exemplary collection of more than 33,000 works of architecture and design, media arts, painting, photography, and sculpture, as well as a groundbreaking 100-year partnership to show the Doris and Donald Fisher Collection, one of the world’s greatest private collections of postwar and contemporary art.

Whether you’re interested in traditional painting and sculpture, extraordinary photography, visionary architecture and design, or cutting-edge multimedia installations, there’s a world of art to explore at SFMOMA. Visitors may also enjoy the Koret Education Center, Steps Coffee, Cafe 5, and the Museum Store.

Children 18 years and under are free of charge.

Located 131 3rd St.
 
Expires 3/31/2027
",60,19.8,20,San Francisco,
Whiskey River Soap Co,Soy Wax Candle: Cucumber-Aloe Daiquiri Scent ($20),Pickup,Received,,N,,Whiskey River Soap Co - Soy Wax Candle: Cucumber-Aloe Daiquiri Scent ($20),"Home, Pets & Retail",Whiskey River Soap Co,https://www.whiskeyriversoap.com/,,,,Soy Wax Candle: Cucumber-Aloe Daiquiri Scent ($20),Soy Wax Candle: Cucumber-Aloe Daiquiri Scent ($20),"Soy Wax Candle: Cucumber-Aloe Daiquiri Scent ($20)
Donated by JOES Parent

Cucumber-Aloe Daiquiri Scented
Fragrance: Aloe & Cucumber

    Net weight: Approximately 6.5 oz.
    Burn time: 40 hours
    100% natural wick
    100% soy wax
    Hand-poured in the USA

Product Page for more info: https://www.whiskeyriversoap.com/products/a-candle-for-what-the-actual-fuck?_pos=1&_sid=c8118cce2&_ss=r",20,6.6,6.5,San Francisco,
I'll Know It When I See It,Cantonese Sayings Tote Bag ($30),Pickup,Received,,N,,I'll Know It When I See It - Cantonese Sayings Tote Bag ($30),"Home, Pets & Retail",I'll Know It When I See It,,,,,Cantonese Sayings Tote Bag ($30),Cantonese Sayings Tote Bag ($30),"Made of 100% cotton canvas, this roomy tote bag features some of the most popular Cantonese sayings ever uttered.

    100% cotton canvas
    14"" W x 14.5"" H x 3.75"" D
    Handle drop: 11.25""
    Do not machine wash/dry
    Spot clean only
    Do not iron printed areas
    Printed in Canada

https://shop.illknowitwheniseeit.com/products/cantonese-sayings-tote-bag?srsltid=AfmBOorLVNjTQcWs5u1ilwUOn3Mms1Tx-4pEJgkpbXphIJ-o3e-ZnTF7
",30,9.9,10,San Francisco,
Five Little Monkeys,$50 Gift Card,Pickup,Received,,Y,,Five Little Monkeys - $50 Gift Card,"Home, Pets & Retail",Five Little Monkeys,https://www.5littlemonkeys.com/,,,,$50 Gift Card,$50 Gift Card,"$50 Gift Card to Five Little Monkeys Toy Store

Five Little Monkeys is a community based, hands-on toy store focused on providing unique, high-quality toys in a fun and friendly environment. Our carefully curated selection focuses on creative toys for imaginative minds that are educational, sustainable, and have exceptional play value.

Only valid in-store, not online, at various locations in the Bay Area - closest location is Burlingame & Berkeley!
https://www.5littlemonkeys.com/locations-and-hours",50,16.5,20,"Burlingame, Berkeley, Online",
Five Little Monkeys,$60 Gift Card,Pickup,Received,,Y,,Five Little Monkeys - $60 Gift Card,"Home, Pets & Retail",Five Little Monkeys,https://www.5littlemonkeys.com/,,,,$60 Gift Card,$60 Gift Card,"$60 Gift Card to Five Little Monkeys Toy Store

Five Little Monkeys is a community based, hands-on toy store focused on providing unique, high-quality toys in a fun and friendly environment. Our carefully curated selection focuses on creative toys for imaginative minds that are educational, sustainable, and have exceptional play value.

Only valid in-store, not online, at various locations in the Bay Area - closest location is Burlingame & Berkeley!
https://www.5littlemonkeys.com/locations-and-hours",60,19.8,25,"Burlingame, Berkeley, Online",
Exploratorium,Two (2) admission tickets ($80),Mail,Pending,sent to JOES,Y,,Exploratorium - Two (2) admission tickets ($80),Entertainment/Activities,Exploratorium,https://www.exploratorium.edu/,,donationrequest@exploratorium.edu,,Two (2) admission tickets ($80),Two (2) admission tickets ($80),"Two (2) General Admission tickets to the Exploratorium

The Exploratorium isn't like other museums. Here, visitors of all ages can tinker, test, notice, and play with more than 600 interactive exhibits, divided into several galleries mainly separated by content, including the physics of seeing and listening (Light and Sound), Human Behavior, Living Systems, Tinkering (including electricity and magnetism), the Outdoor Gallery, and the Bay Observatory Gallery, which focuses on the local environment, weather, and landscape.

Locate at Pier 15 (Embarcadero @ Green St.) in San Francisco

**Restrictions**
*   Expires 3/31/2026
*   Entry subject to available capacity.
*   Passes not redeemable for the Tactile Dome or other special programming.",80,26.4,30,San Francisco,
Camp Galileo,One (1) Week of summer camp ($690),Email,Received,,Y,,Camp Galileo - One (1) Week of summer camp ($690) (E),Kid Camps & Activities,Camp Galileo,https://galileo-camps.com/,,,,One (1) Week of summer camp ($690),One (1) Week of summer camp ($690),"One (1) Week of Summer Camp at Galileo Innovation Camp

Get ready for an unforgettable summer at Camp Galileo, full of engaging STEAM projects, collaborative design challenges and classic camp fun, like silly skits, face painting and pie throwing.
Every hands-on activity and outdoor game is designed by a team of educators, tailored by grade and calibrated for maximum fun and lasting learning.

With expert instruction, the coolest curriculum, and state-of-the-art tools, K-8th graders can say goodbye to the same old summer with 6 unique weeks of amazing STEAM projects, exciting collaborative challenges, and fun-filled outdoor games.

Terms: Gift certificate is valid for (1) week for (1) child at Camp Galileo where space is available in 2026. Includes Extended Care. Gift certificate is applicable on future purchases only and may not be retroactively applied. Multi-session discounts will apply to additional weeks purchased for the same camper. Not redeemable for cash value. Standard cancellation policy applies. Visit galileo-camps.com/details/faq for more information.

Two San Francisco Locations:
Hayes Valley, Castro

https://galileo-camps.com/
",690,227.7,230,San Francisco,
American Conservatory Theater,Two (2) Tickets to Performance ($160),Email,Received,,Y,,American Conservatory Theater - Two (2) Tickets to Performance ($160) (E),Entertainment/Activities,American Conservatory Theater,https://www.act-sf.org/,,tickets@act-sf.org,,Two (2) Tickets to Performance ($160),Two (2) Tickets to Performance ($160),"Two (2) Tickets to any A.C.T. preview performance 

This voucher entitles you to two (2) tickets to any A.C.T. preview performance at The
Toni Rembe Theater, The Strand, or the Rueff (subject to availability; excluding Preferred and Premiere
Orchestra seating. Preview performances are generally the first week of the run, before the official
opening night. Schedule information may be obtained by calling the Box Office at 415.749.2228 or by
visiting www.act-sf.org.

American Conservatory Theater is an essential gathering place that brings artists and communities together to inspire and provoke. Our mission is to engage the spirit of the San Francisco Bay Area, activate stories that resonate, promote a diversity of voices and points of view, and empower theater makers and audiences to celebrate liveness. We value inclusion, transformational learning, participation and rigorous fun.

Schedule information may be obtained by calling the box office at 415.749.2228 or by visiting www.act-sf.org.

Located at 415 Geary St, San Francisco

Expires 3/14/2026
",160,52.8,50,San Francisco,
Harris' Restaurant,$150 Gift Certificate,Mail,Received,,Y,,Harris' Restaurant - $150 Gift Certificate,Food & Drink,Harris' Restaurant,https://www.harrisrestaurant.com/,David Buhagiar,davidb@harrisrestaurant.com,,$150 Gift Certificate,$150 Gift Certificate,"$150 Gift Certificate for Harris' Restaurant

Harris’ Restaurant provides a transportive experience, both with our mind-blowing Midwestern Angus beef and timeless ‘if these walls could talk’ ambiance. At home in a historic address where first-rate meals have been served for almost 90 years, the swanky scene is complete with nightly jazz, outstanding martinis, an award-winning wine list and authentic A5 Wagyu. Opened in 1984, our dedication to concept and sense of history are what make Harris’ legendary.

Located at 2100 Van Ness Ave

No cash refunds

Expires 3/01/2027
",150,49.5,50,San Francisco,
SF Symphony,"Two (2) tickets for ""Tchaivosky's Fourth Symphony"" on 5/8/26 ($310)",Mail,Received,,Y,,"SF Symphony - Two (2) tickets for ""Tchaivosky's Fourth Symphony"" on 5/8/26 ($310)",Entertainment/Activities,SF Symphony,https://www.sfsymphony.org/,,,,"Two (2) tickets for ""Tchaivosky's Fourth Symphony"" on 5/8/26 ($310)","Two (2) tickets for ""Tchaivosky's Fourth Symphony"" on 5/8/26 ($310)","Two (2) tickets for ""Tchaivosky's Fourth Symphony"" on 5/8/26 ($310) at 7:30pm

Enjoy this performance from Orchestra seats (Row P, Seats 16 & 18) at the beautiful Davies Symphony Hall. Two orchestral innovators tackle the complexities of the human condition: Richard Strauss’s passionate and provocative symphonic poems plumb the psychological depths of his literary sources. Maurice Ravel wrote his dark and intense Piano Concerto for the Left Hand because the Austrian pianist who commissioned it lost his right arm in World War I. The warped and tender waltzes of La Valse are the Frenchman's response to the dream of Viennese refinement in a murderous age.

Conductor: Karina Canellakis
Piano: Cédric Tiberghien
SF Symphony

Located at 201 Van Ness Avenue

www.sfsymphony.org",258,85.14,90,San Francisco,
Monterey Bay Whale Watch,Whale Watch pass for Two (2) Adults ($160),Mail,Received,,Y,,Monterey Bay Whale Watch - Whale Watch pass for Two (2) Adults ($160),Entertainment/Activities,Monterey Bay Whale Watch,https://www.montereybaywhalewatch.com/,,mbww@gowhales.com,,Whale Watch pass for Two (2) Adults ($160),Whale Watch pass for Two (2) Adults ($160),"Whale Watch Pass for Two (2) Adults

Monterey Bay Whale Watch offers year-round trips led by marine biologists, focusing on data collection, education, and conservation of the wildlife in Monterey Bay. Trips last 3-4 hours with plenty of time to see whales and dolphins. In fact, whale sightings are guaranteed or your next trip is free!

""There are many whale-watching operations in Monterey Bay, but few can claim to be owned by marine biologists. The tours at Monterey Bay Whale Watch focus on learning about the whales and their environment, as well as conserving their habitat and being respectful towards them as living beings — the same of which cannot be said for many other local companies. Monterey Bay Whale Watch leaves you with an intensely deep respect and love for the animals you (almost certainly) observe"".

Trips depart daily from Monterey Bay Whale Watch Center on Fishermans Wharf in Monterey.

Reservations required. No age restrictions. No pregnant women. Dog friendly.
Monterey Bay Whale Watch Center
84 Fisherman's Wharf, Monterey, CA 93940

www.gowhales.com

No expiration",160,52.8,50,Monterey,
Children's Discovery Museum of San Jose,Four (4) admission tickets ($72),Mail,Received,,Y,,Children's Discovery Museum of San Jose - Four (4) admission tickets ($72),Entertainment/Activities,Children's Discovery Museum of San Jose,https://www.cdm.org/,,,,Four (4) admission tickets ($72),Four (4) admission tickets ($72),"Family Four (4) Pack of Tickets to Children's Discovery Museum of San Jose

Inside our purple walls and outside in Bill's Backyard, our new outdoor learning environment, your family will find no shortage of priceless opportunities for exploration and discovery. You'll be impressed with just how much fun your children have exploring, testing, tinkering, and creating with the more than 150 hands-on exhibits in science, humanities, performing arts, and healthy eating and active living. You'll love the opportunities that the museum provides for family learning whether it's seeing who can create the biggest bubble in Bubbles, sparking scientific inquiry in Mammoth Discovery!  or getting a little wet together while sending a ball soaring atop a jet of water or unleashing a misty cloud of fog in WaterWays.

Named one of the top 10 children's museums by Child Magazine, we've served more than 8.6 million children, families, care-givers, educators, and visitors since opening in 1990. Enjoy your visit to the museum, where children's curiosity is encouraged through play!

Located at 180 Woz Way, San Jose

Restrictions:
Not valid for field trips, birthday party packages, or after-hours events.
Please present at Admissions Desk
No expiration
",72,23.76,25,San Jose,
Cobb's Comedy Club #1,Four (4) tickets to upcoming show ($80),Mail,Received,,Y,,Cobb's Comedy Club #1 - Four (4) tickets to upcoming show ($80),Entertainment/Activities,Cobb's Comedy Club,https://www.cobbscomedy.com/,,ccc@livenation.com,,Four (4) tickets to upcoming show ($80),Four (4) tickets to upcoming show ($80),"Four (4) Passes to any upcoming show at Cobb's Comedy Club
Passes can be redeemed as complimentary tickets to an upcoming show at Cobb's Comedy Club! The pass is good for most Wednesday, Thursday or Sunday night shows and occasional weeknight shows (subject to availability) so make sure to email/call ahead. 

Cobb's Comedy Club has presented the finest comedy talent in the industry since its founding in 1982. Originally known at Cobb's Pub, Cobb's Comedy Club was opened on Chestnut Street in San Francisco's Marina District. In 1987, it moved to the Cannery Shopping Center in the historic Fisherman's Wharf, San Francisco neighborhood, where it thrived for over a decade. In 2002, a fire resulted in Cobb's relocation to 915 Columbus Avenue, where it remains today. Located in San Francisco's famous North Beach, Cobb's offers a taste of old San Francisco and the city's ever-changing nightlife. Cobb's Comedy Club's 400 seat venue offers a full dinner menu and full-service bar. Headliners who perform at Cobb's Comedy Club are regular guests on The Tonight Show with Jay Leno and The Late Show with David Letterman. Many have their own comedy specials on Comedy Central and HBO and can be seen starring in movies and on television.

Acts we've featured at the club include: Dana Carvey, Dave Chappelle, Dave Attell, Russell Peters, Jo Koy, Anjelah Johnson, Bill Burr, Louis CK and more...

Located at 815 Columbus Ave, SF.

**Restrictions:**
*   2-drink minimum per person but the drinks can always be non-alcoholic
*   Ages 18+
*   Subject to availability
*   Special events are excluded
",80,26.4,25,San Francisco,
Cobb's Comedy Club #2,Four (4) tickets to upcoming show ($80),Mail,Received,,Y,,Cobb's Comedy Club #2 - Four (4) tickets to upcoming show ($80),Entertainment/Activities,Cobb's Comedy Club,https://www.cobbscomedy.com/,,ccc@livenation.com,,Four (4) tickets to upcoming show ($80),Four (4) tickets to upcoming show ($80),"Four (4) Passes to any upcoming show at Cobb's Comedy Club
Passes can be redeemed as complimentary tickets to an upcoming show at Cobb's Comedy Club! The pass is good for most Wednesday, Thursday or Sunday night shows and occasional weeknight shows (subject to availability) so make sure to email/call ahead. 

Cobb's Comedy Club has presented the finest comedy talent in the industry since its founding in 1982. Originally known at Cobb's Pub, Cobb's Comedy Club was opened on Chestnut Street in San Francisco's Marina District. In 1987, it moved to the Cannery Shopping Center in the historic Fisherman's Wharf, San Francisco neighborhood, where it thrived for over a decade. In 2002, a fire resulted in Cobb's relocation to 915 Columbus Avenue, where it remains today. Located in San Francisco's famous North Beach, Cobb's offers a taste of old San Francisco and the city's ever-changing nightlife. Cobb's Comedy Club's 400 seat venue offers a full dinner menu and full-service bar. Headliners who perform at Cobb's Comedy Club are regular guests on The Tonight Show with Jay Leno and The Late Show with David Letterman. Many have their own comedy specials on Comedy Central and HBO and can be seen starring in movies and on television.

Acts we've featured at the club include: Dana Carvey, Dave Chappelle, Dave Attell, Russell Peters, Jo Koy, Anjelah Johnson, Bill Burr, Louis CK and more...

Located at 815 Columbus Ave, SF.

**Restrictions:**
*   2-drink minimum per person but the drinks can always be non-alcoholic
*   Ages 18+
*   Subject to availability
*   Special events are excluded
",80,26.4,25,San Francisco,
Cobb's Comedy Club,Two (2) tickets to upcoming show ($40),Mail,Received,,Y,,Cobb's Comedy Club - Two (2) tickets to upcoming show ($40),Entertainment/Activities,Cobb's Comedy Club,https://www.cobbscomedy.com/,,ccc@livenation.com,,Two (2) tickets to upcoming show ($40),Two (2) tickets to upcoming show ($40),"Two (2) Passes to any upcoming show at Cobb's Comedy Club
Passes can be redeemed as complimentary tickets to an upcoming show at Cobb's Comedy Club! The pass is good for most Wednesday, Thursday or Sunday night shows and occasional weeknight shows (subject to availability) so make sure to email/call ahead. 

Cobb's Comedy Club has presented the finest comedy talent in the industry since its founding in 1982. Originally known at Cobb's Pub, Cobb's Comedy Club was opened on Chestnut Street in San Francisco's Marina District. In 1987, it moved to the Cannery Shopping Center in the historic Fisherman's Wharf, San Francisco neighborhood, where it thrived for over a decade. In 2002, a fire resulted in Cobb's relocation to 915 Columbus Avenue, where it remains today. Located in San Francisco's famous North Beach, Cobb's offers a taste of old San Francisco and the city's ever-changing nightlife. Cobb's Comedy Club's 400 seat venue offers a full dinner menu and full-service bar. Headliners who perform at Cobb's Comedy Club are regular guests on The Tonight Show with Jay Leno and The Late Show with David Letterman. Many have their own comedy specials on Comedy Central and HBO and can be seen starring in movies and on television.

Acts we've featured at the club include: Dana Carvey, Dave Chappelle, Dave Attell, Russell Peters, Jo Koy, Anjelah Johnson, Bill Burr, Louis CK and more...

Located at 815 Columbus Ave, SF.

**Restrictions:**
*   2-drink minimum per person but the drinks can always be non-alcoholic
*   Ages 18+
*   Subject to availability
*   Special events are excluded
",40,13.2,15,San Francisco,
Pacific Pinball Museum,"Family Pass (2 Adults, 2 Youth) ($55)",Mail,Received,with EC,Y,,"Pacific Pinball Museum - Family Pass (2 Adults, 2 Youth) ($55)",Entertainment/Activities,Pacific Pinball Museum,https://pacificpinball.org/,,info@pacificpinball.org,,"Family Pass (2 Adults, 2 Youth) ($55)","Family Pass (2 Adults, 2 Youth) ($55)","Family Pass for Two (2) Adults & Two (2) Youth (ages 5-17) for the Pacific Pinball Museum

The Pacific Pinball Museum, located in Alameda, is an interactive museum/arcade offering a chronological and historical selection of rare bagatelles and early games, to over 90 playable pinball machines from the 1940's to present day. Throughout the museum are large-scale hand-painted murals, Jukeboxes and an art gallery with rotating exhibits. We also have rooms for parties, events, field-trips and STEAM educational programs as well. The Pacific Pinball Museum is a must-see spot for Art, History and Science enthusiasts alike, plus you get to play Pinball! All machines are set to free play!

Located at 1510 Webster St., Alameda.

www.pacificpinball.org

No expiration",55,18.15,20,Alameda,
Crow's Nest,$50 Certificate,Mail,Received,with EC,Y,,Crow's Nest - $50 Gift Certificate,Food & Drink,Crow's Nest,https://crowsnest-santacruz.com/,Katie Maier,,,$50 Gift Certificate,$50 Gift Certificate,"$50 Gift Certificate to enjoy at The Crow's Nest restaurant in Santa Cruz

Located right on the beach where the Harbor meets the sea, The Crow's Nest is one of Santa Cruz' most beloved restaurants. For over 50 years guests have returned again and again for breathtaking panoramic views of Santa Cruz Harbor, lighthouse and wharf, and to enjoy award-winning cuisine, spirits and live entertainment. Daily breakfast, lunch and dinner in our downstairs dining room offer fresh seafood, pasta creations, Midwestern aged beef and daily chef's specials. Upstairs, the Breakwater Bar & Grill features a variety of appetizers and casual meals throughout the day, and dancing to live entertainment by night. On both levels, expansive shoreline decks offer a friendly, casual atmosphere, where rich woods, luminous works of glass art, and a unique collection of vintage surfboards and surfing photographs complete the unforgettable ambiance. The Crow's Nest is truly the flagship restaurant of the California coast.

Located at 2218 East Cliff Drive, Santa Cruz

**Restrictions:**
*   No change will be given
*   Not good for gratuity
*   Valid for one visit
*   Expires 3/21/2027",50,16.5,20,Santa Cruz,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,0,,,
